shipment_id,route_id,station_code,stop_code,date,departure_time_utc,lat,lng,zone_id,speed_kmh,distance_remaining_km,scheduled_eta_minutes,traffic_density,weather_condition,cargo_temp_celsius,estimated_real_min,weather_severity_num,traffic_density_num,eta_urgency_ratio,expected_delay_min,environmental_risk_index,delay_status
AMZ-DLA9-20a513-KX,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,KX,2018-08-23,15:16:57,33.842386,-118.046537,B-13.3G,40.92,30.9,69,MODERATE,CLEAR,2.02,45.31,0.0,0.4,0.6566,0.0,0.24,0
AMZ-DLA9-20a513-JP,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,JP,2018-08-23,15:16:57,33.840796,-118.047178,B-13.3G,24.4,30.7,70,HIGH,CLEAR,6.34,75.49,0.0,0.7,1.0785,5.49,0.42,1
AMZ-DLA9-20a513-XW,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,XW,2018-08-23,15:16:57,33.84153,-118.047389,B-13.3G,29.67,30.5,70,HIGH,CLEAR,3.44,61.68,0.0,0.7,0.8811,0.0,0.42,0
AMZ-DLA9-20a513-FM,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,FM,2018-08-23,15:16:57,33.8411,-118.048045,B-13.3G,36.94,30.3,71,MODERATE,CLEAR,2.97,49.21,0.0,0.4,0.6932,0.0,0.24,0
AMZ-DLA9-20a513-FG,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,FG,2018-08-23,15:16:57,33.839432,-118.04713,B-13.3G,28.77,30.1,71,HIGH,CLEAR,2.75,62.77,0.0,0.7,0.8841,0.0,0.42,0
AMZ-DLA9-20a513-AM,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,AM,2018-08-23,15:16:57,33.839419,-118.0465,B-13.3G,10.32,29.9,71,SEVERE_CONGESTION,CLEAR,2.97,173.84,0.0,1.0,2.4484,102.84,0.6,1
AMZ-DLA9-20a513-JE,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,JE,2018-08-23,15:16:57,33.839293,-118.045815,B-13.3E,29.59,29.7,72,MODERATE,CLEAR,4.77,60.22,0.0,0.4,0.8364,0.0,0.24,0
AMZ-DLA9-20a513-CJ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,CJ,2018-08-23,15:16:57,33.83845,-118.045101,B-13.2E,48.83,29.5,72,LOW,CLEAR,4.04,36.25,0.0,0.1,0.5034,0.0,0.06,0
AMZ-DLA9-20a513-YC,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,YC,2018-08-23,15:16:57,33.83988,-118.049261,B-13.2E,37.67,29.08,73,MODERATE,CLEAR,3.72,46.32,0.0,0.4,0.6345,0.0,0.24,0
AMZ-DLA9-20a513-RQ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,RQ,2018-08-23,15:16:57,33.837833,-118.047378,B-13.2E,22.68,28.79,74,HIGH,CLEAR,5.56,76.16,0.0,0.7,1.0292,2.16,0.42,0
AMZ-DLA9-20a513-OR,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,OR,2018-08-23,15:16:57,33.837761,-118.048839,B-13.2E,44.14,28.59,74,MODERATE,CLEAR,3.88,38.86,0.0,0.4,0.5252,0.0,0.24,0
AMZ-DLA9-20a513-QW,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,QW,2018-08-23,15:16:57,33.838332,-118.048849,B-13.2E,23.84,28.39,75,HIGH,CLEAR,4.52,71.45,0.0,0.7,0.9527,0.0,0.42,0
AMZ-DLA9-20a513-BG,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,BG,2018-08-23,15:16:57,33.838931,-118.049976,B-13.2E,47.81,28.19,75,MODERATE,CLEAR,4.64,35.38,0.0,0.4,0.4717,0.0,0.24,0
AMZ-DLA9-20a513-VF,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,VF,2018-08-23,15:16:57,33.842123,-118.054063,B-13.1E,53.24,27.67,76,LOW,CLEAR,3.89,31.18,0.0,0.1,0.4103,0.0,0.06,0
AMZ-DLA9-20a513-IG,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,IG,2018-08-23,15:16:57,33.842077,-118.053546,B-13.1E,58.74,27.47,77,LOW,CLEAR,3.91,28.06,0.0,0.1,0.3644,0.0,0.06,0
AMZ-DLA9-20a513-XG,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,XG,2018-08-23,15:16:57,33.841923,-118.053197,B-13.1E,68.76,27.27,77,LOW,CLEAR,5.35,23.8,0.0,0.1,0.309,0.0,0.06,0
AMZ-DLA9-20a513-NW,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,NW,2018-08-23,15:16:57,33.841217,-118.052083,B-13.1E,29.93,27.07,78,HIGH,CLEAR,5.43,54.27,0.0,0.7,0.6957,0.0,0.42,0
AMZ-DLA9-20a513-DL,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,DL,2018-08-23,15:16:57,33.8411,-118.0519,B-13.1E,10.0,26.87,78,SEVERE_CONGESTION,CLEAR,5.82,161.22,0.0,1.0,2.0669,83.22,0.6,1
AMZ-DLA9-20a513-SU,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,SU,2018-08-23,15:16:57,33.84066,-118.051217,B-13.1E,26.51,26.67,78,HIGH,CLEAR,5.78,60.36,0.0,0.7,0.7739,0.0,0.42,0
AMZ-DLA9-20a513-YU,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,YU,2018-08-23,15:16:57,33.839569,-118.051868,B-13.1E,36.8,26.47,79,MODERATE,CLEAR,5.34,43.16,0.0,0.4,0.5463,0.0,0.24,0
AMZ-DLA9-20a513-ZJ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,ZJ,2018-08-23,15:16:57,33.839284,-118.052355,B-13.1E,31.17,26.27,79,HIGH,CLEAR,4.49,50.57,0.0,0.7,0.6401,0.0,0.42,0
AMZ-DLA9-20a513-HK,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,HK,2018-08-23,15:16:57,33.840583,-118.052702,B-13.1E,44.63,26.07,80,MODERATE,CLEAR,5.23,35.05,0.0,0.4,0.4381,0.0,0.24,0
AMZ-DLA9-20a513-QE,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,QE,2018-08-23,15:16:57,33.840745,-118.052969,B-13.1E,21.7,25.87,80,HIGH,CLEAR,2.88,71.53,0.0,0.7,0.8941,0.0,0.42,0
AMZ-DLA9-20a513-RW,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,RW,2018-08-23,15:16:57,33.841009,-118.054624,B-13.1E,19.2,25.67,81,HIGH,CLEAR,3.92,80.22,0.0,0.7,0.9904,0.0,0.42,0
AMZ-DLA9-20a513-MZ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,MZ,2018-08-23,15:16:57,33.842005,-118.054622,B-13.1E,24.24,25.47,81,HIGH,CLEAR,4.19,63.04,0.0,0.7,0.7783,0.0,0.42,0
AMZ-DLA9-20a513-LA,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,LA,2018-08-23,15:16:57,33.842909,-118.054587,B-13.1D,73.46,25.27,82,LOW,CLEAR,4.29,20.64,0.0,0.1,0.2517,0.0,0.06,0
AMZ-DLA9-20a513-AS,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,AS,2018-08-23,15:16:57,33.843674,-118.055785,B-13.1D,25.33,25.07,82,HIGH,CLEAR,2.44,59.38,0.0,0.7,0.7242,0.0,0.42,0
AMZ-DLA9-20a513-IP,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,IP,2018-08-23,15:16:57,33.842139,-118.05577,B-13.1D,16.34,24.87,82,HIGH,CLEAR,6.09,91.32,0.0,0.7,1.1137,9.32,0.42,1
AMZ-DLA9-20a513-EY,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,EY,2018-08-23,15:16:57,33.839884,-118.05575,B-13.1D,24.83,24.62,83,HIGH,CLEAR,4.02,59.49,0.0,0.7,0.7168,0.0,0.42,0
AMZ-DLA9-20a513-WD,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,WD,2018-08-23,15:16:57,33.838377,-118.057915,B-13.1D,74.1,24.36,84,LOW,CLEAR,4.74,19.72,0.0,0.1,0.2348,0.0,0.06,0
AMZ-DLA9-20a513-LI,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,LI,2018-08-23,15:16:57,33.836691,-118.057912,B-13.1D,10.0,24.16,84,SEVERE_CONGESTION,CLEAR,3.0,144.96,0.0,1.0,1.7257,60.96,0.6,1
AMZ-DLA9-20a513-VM,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,VM,2018-08-23,15:16:57,33.839988,-118.057062,B-13.1D,15.2,23.79,85,SEVERE_CONGESTION,CLEAR,4.45,93.91,0.0,1.0,1.1048,8.91,0.6,1
AMZ-DLA9-20a513-MR,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,MR,2018-08-23,15:16:57,33.839984,-118.058248,B-13.1D,57.58,23.59,85,LOW,CLEAR,5.46,24.58,0.0,0.1,0.2892,0.0,0.06,0
AMZ-DLA9-20a513-CB,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,CB,2018-08-23,15:16:57,33.839301,-118.059454,B-13.1D,69.81,23.39,86,LOW,CLEAR,5.11,20.1,0.0,0.1,0.2338,0.0,0.06,0
AMZ-DLA9-20a513-QF,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,QF,2018-08-23,15:16:57,33.83999,-118.05934,B-13.1D,18.6,23.19,86,HIGH,CLEAR,3.3,74.81,0.0,0.7,0.8698,0.0,0.42,0
AMZ-DLA9-20a513-JJ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,JJ,2018-08-23,15:16:57,33.841352,-118.05919,B-13.2D,38.58,22.99,87,MODERATE,CLEAR,5.77,35.75,0.0,0.4,0.411,0.0,0.24,0
AMZ-DLA9-20a513-II,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,II,2018-08-23,15:16:57,33.840669,-118.057495,B-13.2D,49.8,22.79,87,MODERATE,CLEAR,3.87,27.46,0.0,0.4,0.3156,0.0,0.24,0
AMZ-DLA9-20a513-ZV,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,ZV,2018-08-23,15:16:57,33.841606,-118.056877,B-13.2D,26.58,22.59,87,HIGH,CLEAR,4.42,50.99,0.0,0.7,0.5861,0.0,0.42,0
AMZ-DLA9-20a513-XD,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,XD,2018-08-23,15:16:57,33.845058,-118.057823,B-13.2D,56.89,22.19,88,LOW,CLEAR,2.85,23.4,0.0,0.1,0.2659,0.0,0.06,0
AMZ-DLA9-20a513-MP,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,MP,2018-08-23,15:16:57,33.842723,-118.058502,B-13.2D,67.31,21.93,89,LOW,CLEAR,4.73,19.55,0.0,0.1,0.2196,0.0,0.06,0
AMZ-DLA9-20a513-QQ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,QQ,2018-08-23,15:16:57,33.842729,-118.058838,B-13.2D,51.99,21.73,89,LOW,CLEAR,5.05,25.08,0.0,0.1,0.2818,0.0,0.06,0
AMZ-DLA9-20a513-SY,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,SY,2018-08-23,15:16:57,33.842052,-118.058379,B-13.2D,19.95,21.53,90,HIGH,CLEAR,5.47,64.75,0.0,0.7,0.7195,0.0,0.42,0
AMZ-DLA9-20a513-LZ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,LZ,2018-08-23,15:16:57,33.843351,-118.057101,B-13.2D,35.93,21.33,90,MODERATE,CLEAR,4.22,35.62,0.0,0.4,0.3958,0.0,0.24,0
AMZ-DLA9-20a513-QO,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,QO,2018-08-23,15:16:57,33.843368,-118.056305,B-13.2D,48.93,21.13,91,LOW,CLEAR,4.31,25.91,0.0,0.1,0.2847,0.0,0.06,0
AMZ-DLA9-20a513-QN,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,QN,2018-08-23,15:16:57,33.837185,-118.049536,B-13.3D,41.02,20.2,93,MODERATE,CLEAR,4.31,29.55,0.0,0.4,0.3177,0.0,0.24,0
AMZ-DLA9-20a513-FR,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,FR,2018-08-23,15:16:57,33.836429,-118.048828,B-13.3D,13.31,20.0,93,SEVERE_CONGESTION,CLEAR,2.57,90.16,0.0,1.0,0.9694,0.0,0.6,0
AMZ-DLA9-20a513-VJ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,VJ,2018-08-23,15:16:57,33.8353,-118.048835,B-13.3D,41.07,19.8,94,MODERATE,CLEAR,3.49,28.93,0.0,0.4,0.3077,0.0,0.24,0
AMZ-DLA9-20a513-LQ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,LQ,2018-08-23,15:16:57,33.836556,-118.047351,B-13.3C,20.68,19.6,94,SEVERE_CONGESTION,CLEAR,4.75,56.87,0.0,1.0,0.605,0.0,0.6,0
AMZ-DLA9-20a513-RM,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,RM,2018-08-23,15:16:57,33.837125,-118.047359,B-13.3C,12.39,19.4,95,SEVERE_CONGESTION,CLEAR,4.7,93.95,0.0,1.0,0.9889,0.0,0.6,0
AMZ-DLA9-20a513-CY,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,CY,2018-08-23,15:16:57,33.83721,-118.046593,B-13.3C,26.51,19.2,95,HIGH,CLEAR,3.37,43.46,0.0,0.7,0.4574,0.0,0.42,0
AMZ-DLA9-20a513-IM,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,IM,2018-08-23,15:16:57,33.836292,-118.045918,B-13.3C,40.77,19.0,95,MODERATE,CLEAR,4.73,27.96,0.0,0.4,0.2943,0.0,0.24,0
AMZ-DLA9-20a513-RX,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,RX,2018-08-23,15:16:57,33.834267,-118.047321,B-13.3C,13.71,18.74,96,SEVERE_CONGESTION,CLEAR,3.72,82.01,0.0,1.0,0.8543,0.0,0.6,0
AMZ-DLA9-20a513-EW,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,EW,2018-08-23,15:16:57,33.833636,-118.04731,B-13.3C,48.13,18.54,96,MODERATE,CLEAR,4.12,23.11,0.0,0.4,0.2408,0.0,0.24,0
AMZ-DLA9-20a513-WW,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,WW,2018-08-23,15:16:57,33.83364,-118.047313,B-13.3C,49.74,18.34,97,MODERATE,CLEAR,4.74,22.12,0.0,0.4,0.2281,0.0,0.24,0
AMZ-DLA9-20a513-OD,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,OD,2018-08-23,15:16:57,33.833241,-118.046749,B-13.2C,50.77,18.14,97,LOW,CLEAR,3.55,21.44,0.0,0.1,0.221,0.0,0.06,0
AMZ-DLA9-20a513-YI,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,YI,2018-08-23,15:16:57,33.833137,-118.045183,B-13.2C,37.03,17.94,98,MODERATE,CLEAR,2.78,29.07,0.0,0.4,0.2966,0.0,0.24,0
AMZ-DLA9-20a513-OB,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,OB,2018-08-23,15:16:57,33.83284,-118.043469,B-13.2C,23.49,17.74,98,HIGH,CLEAR,3.04,45.31,0.0,0.7,0.4624,0.0,0.42,0
AMZ-DLA9-20a513-UQ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,UQ,2018-08-23,15:16:57,33.834823,-118.041915,B-13.2C,35.48,17.48,99,MODERATE,CLEAR,4.16,29.56,0.0,0.4,0.2986,0.0,0.24,0
AMZ-DLA9-20a513-MN,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,MN,2018-08-23,15:16:57,33.834706,-118.045072,B-13.2C,68.18,17.18,99,LOW,CLEAR,6.76,15.12,0.0,0.1,0.1527,0.0,0.06,0
AMZ-DLA9-20a513-LF,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,LF,2018-08-23,15:16:57,33.834671,-118.045888,B-13.2C,34.48,16.98,100,MODERATE,CLEAR,7.29,29.55,0.0,0.4,0.2955,0.0,0.24,0
AMZ-DLA9-20a513-OS,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,OS,2018-08-23,15:16:57,33.833702,-118.045876,B-13.2C,19.62,16.78,100,HIGH,CLEAR,5.73,51.31,0.0,0.7,0.5131,0.0,0.42,0
AMZ-DLA9-20a513-FC,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,FC,2018-08-23,15:16:57,33.83251,-118.046591,B-13.2C,40.95,16.58,101,MODERATE,CLEAR,5.87,24.29,0.0,0.4,0.2405,0.0,0.24,0
AMZ-DLA9-20a513-ZB,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,ZB,2018-08-23,15:16:57,33.831627,-118.046723,B-13.1C,33.02,16.38,101,HIGH,CLEAR,4.55,29.76,0.0,0.7,0.2947,0.0,0.42,0
AMZ-DLA9-20a513-IR,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,IR,2018-08-23,15:16:57,33.83073,-118.047848,B-13.1C,22.87,16.18,102,HIGH,CLEAR,5.73,42.45,0.0,0.7,0.4162,0.0,0.42,0
AMZ-DLA9-20a513-KT,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,KT,2018-08-23,15:16:57,33.830736,-118.046618,B-13.1C,55.86,15.98,102,LOW,CLEAR,3.08,17.16,0.0,0.1,0.1683,0.0,0.06,0
AMZ-DLA9-20a513-HQ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,HQ,2018-08-23,15:16:57,33.829897,-118.044253,B-13.1C,56.85,15.75,103,LOW,CLEAR,5.77,16.62,0.0,0.1,0.1614,0.0,0.06,0
AMZ-DLA9-20a513-MD,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,MD,2018-08-23,15:16:57,33.833287,-118.04788,B-13.1C,22.57,15.24,104,HIGH,CLEAR,3.53,40.51,0.0,0.7,0.3896,0.0,0.42,0
AMZ-DLA9-20a513-HA,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,HA,2018-08-23,15:16:57,33.829885,-118.049225,B-13.1C,36.81,14.84,105,MODERATE,CLEAR,5.75,24.19,0.0,0.4,0.2304,0.0,0.24,0
AMZ-DLA9-20a513-BI,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,BI,2018-08-23,15:16:57,33.830669,-118.04922,B-13.1C,24.77,14.64,105,HIGH,CLEAR,3.47,35.46,0.0,0.7,0.3377,0.0,0.42,0
AMZ-DLA9-20a513-TG,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,TG,2018-08-23,15:16:57,33.830504,-118.048275,B-13.1C,18.93,14.44,105,HIGH,CLEAR,5.02,45.77,0.0,0.7,0.4359,0.0,0.42,0
AMZ-DLA9-20a513-WB,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,WB,2018-08-23,15:16:57,33.833031,-118.048919,B-13.1B,57.34,14.16,106,LOW,CLEAR,5.07,14.82,0.0,0.1,0.1398,0.0,0.06,0
AMZ-DLA9-20a513-FT,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,FT,2018-08-23,15:16:57,33.833022,-118.049396,B-13.1B,47.39,13.96,106,MODERATE,CLEAR,6.16,17.67,0.0,0.4,0.1667,0.0,0.24,0
AMZ-DLA9-20a513-WL,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,WL,2018-08-23,15:16:57,33.833248,-118.049865,B-13.1B,71.34,13.76,107,LOW,CLEAR,4.09,11.57,0.0,0.1,0.1082,0.0,0.06,0
AMZ-DLA9-20a513-YM,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,YM,2018-08-23,15:16:57,33.83245,-118.049786,B-13.1B,30.17,13.56,107,MODERATE,CLEAR,4.58,26.97,0.0,0.4,0.252,0.0,0.24,0
AMZ-DLA9-20a513-GJ,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,GJ,2018-08-23,15:16:57,33.832187,-118.050084,B-13.1B,22.8,13.36,108,HIGH,CLEAR,3.74,35.16,0.0,0.7,0.3255,0.0,0.42,0
AMZ-DLA9-20a513-EF,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,EF,2018-08-23,15:16:57,33.832046,-118.048384,B-13.1B,69.4,13.16,108,LOW,CLEAR,3.18,11.38,0.0,0.1,0.1053,0.0,0.06,0
AMZ-DLA9-20a513-PE,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,PE,2018-08-23,15:16:57,33.832251,-118.049029,B-13.1B,38.87,12.96,109,MODERATE,CLEAR,2.99,20.01,0.0,0.4,0.1835,0.0,0.24,0
AMZ-DLA9-20a513-JB,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,JB,2018-08-23,15:16:57,33.831349,-118.052426,B-13.1B,46.17,12.63,109,MODERATE,CLEAR,5.34,16.41,0.0,0.4,0.1506,0.0,0.24,0
AMZ-DLA9-20a513-YK,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,YK,2018-08-23,15:16:57,33.83161,-118.052388,B-13.1B,67.8,12.43,110,LOW,CLEAR,4.7,11.0,0.0,0.1,0.1,0.0,0.06,0
AMZ-DLA9-20a513-TT,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,TT,2018-08-23,15:16:57,33.83013,-118.05763,B-13.1B,60.75,11.92,111,LOW,CLEAR,3.97,11.77,0.0,0.1,0.1061,0.0,0.06,0
AMZ-DLA9-20a513-GX,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,GX,2018-08-23,15:16:57,33.830408,-118.057047,B-13.1B,44.02,11.72,111,MODERATE,CLEAR,4.59,15.97,0.0,0.4,0.1439,0.0,0.24,0
AMZ-DLA9-20a513-CI,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,CI,2018-08-23,15:16:57,33.829749,-118.055266,B-13.2B,50.76,11.52,112,LOW,CLEAR,3.92,13.62,0.0,0.1,0.1216,0.0,0.06,0
AMZ-DLA9-20a513-NR,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,NR,2018-08-23,15:16:57,33.830649,-118.056129,B-13.2B,46.44,11.32,112,MODERATE,CLEAR,3.81,14.63,0.0,0.4,0.1306,0.0,0.24,0
AMZ-DLA9-20a513-KO,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,KO,2018-08-23,15:16:57,33.829744,-118.055525,B-13.2B,47.31,11.12,113,MODERATE,CLEAR,5.21,14.1,0.0,0.4,0.1248,0.0,0.24,0
AMZ-DLA9-20a513-VS,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,VS,2018-08-23,15:16:57,33.830221,-118.053415,B-13.2B,15.3,10.91,113,SEVERE_CONGESTION,CLEAR,5.61,42.78,0.0,1.0,0.3786,0.0,0.6,0
AMZ-DLA9-20a513-GL,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,GL,2018-08-23,15:16:57,33.830202,-118.0524,B-13.2B,42.07,10.71,114,MODERATE,CLEAR,4.91,15.27,0.0,0.4,0.134,0.0,0.24,0
AMZ-DLA9-20a513-JA,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,JA,2018-08-23,15:16:57,33.82976,-118.052332,B-13.2B,20.88,10.51,114,HIGH,CLEAR,4.22,30.2,0.0,0.7,0.2649,0.0,0.42,0
AMZ-DLA9-20a513-NP,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,NP,2018-08-23,15:16:57,33.82954,-118.054279,B-13.2B,50.87,10.31,114,LOW,CLEAR,4.76,12.16,0.0,0.1,0.1067,0.0,0.06,0
AMZ-DLA9-20a513-ZY,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,ZY,2018-08-23,15:16:57,33.829232,-118.052327,B-13.2B,49.35,10.11,115,MODERATE,CLEAR,3.63,12.29,0.0,0.4,0.1069,0.0,0.24,0
AMZ-DLA9-20a513-SM,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,SM,2018-08-23,15:16:57,33.828861,-118.053774,B-13.2B,29.48,9.91,115,HIGH,CLEAR,3.22,20.17,0.0,0.7,0.1754,0.0,0.42,0
AMZ-DLA9-20a513-GV,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,GV,2018-08-23,15:16:57,33.8282,-118.052472,B-13.2B,17.52,9.71,116,SEVERE_CONGESTION,CLEAR,4.32,33.25,0.0,1.0,0.2867,0.0,0.6,0
AMZ-DLA9-20a513-QI,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,QI,2018-08-23,15:16:57,33.828832,-118.055555,B-13.3A,25.15,9.42,116,HIGH,CLEAR,5.49,22.47,0.0,0.7,0.1937,0.0,0.42,0
AMZ-DLA9-20a513-PV,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,PV,2018-08-23,15:16:57,33.827933,-118.057074,B-13.2A,18.64,9.22,117,HIGH,CLEAR,4.83,29.68,0.0,0.7,0.2537,0.0,0.42,0
AMZ-DLA9-20a513-JD,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,JD,2018-08-23,15:16:57,33.828197,-118.05519,B-13.2A,29.51,9.02,117,MODERATE,CLEAR,4.24,18.34,0.0,0.4,0.1567,0.0,0.24,0
AMZ-DLA9-20a513-FD,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,FD,2018-08-23,15:16:57,33.827003,-118.057995,B-13.2A,33.71,8.73,118,MODERATE,CLEAR,3.58,15.54,0.0,0.4,0.1317,0.0,0.24,0
AMZ-DLA9-20a513-YG,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,YG,2018-08-23,15:16:57,33.827004,-118.057721,B-13.2A,52.36,8.53,118,LOW,CLEAR,4.33,9.77,0.0,0.1,0.0828,0.0,0.06,0
AMZ-DLA9-20a513-EH,RouteID_ad9ebd7e-9bde-472a-8bf8-0247a720a513,DLA9,EH,2018-08-23,15:16:57,33.825992,-118.059672,B-13.2A,32.68,8.32,119,MODERATE,CLEAR,5.66,15.28,0.0,0.4,0.1284,0.0,0.24,0
